CustomerID,Prod_Category1_Qnty,Prod_Category2_Qnty,Prod_Category3_Qnty,Amount_Spent,DaySinceFirstPurchase,DaySinceLastPurchase,ActiveDays,TransactionRate
12388,223,711,528,2780.6600000000003,326,15,6,0.2564102564102564
12390,84,217,52,549.8399999999999,79,79,1,0.08205128205128205
12391,13,130,150,439.65999999999997,21,21,1,0.23846153846153847
12393,262,284,270,1582.6000000000004,332,72,4,0.1641025641025641
12394,24,719,76,1272.48,217,63,2,0.06923076923076922
12395,644,1157,312,2998.279999999999,371,15,14,0.40769230769230774
12397,183,765,315,2409.9000000000005,135,35,2,0.3230769230769231
12398,210,870,314,1635.6599999999999,45,45,1,0.21794871794871795
12399,488,566,124,1108.65,261,119,4,0.1512820512820513
12401,2,4,5,84.3,303,303,1,0.01282051282051282
12402,22,54,18,225.6,323,323,1,0.028205128205128202
12403,0,93,2,409.7,49,49,1,0.015384615384615385
12405,120,468,269,1710.3900000000006,148,148,1,0.13846153846153847
12406,351,986,472,3280.7500000000014,183,22,3,0.27692307692307694
12407,144,656,616,1708.1199999999997,264,49,5,0.19743589743589743
12408,376,651,372,2842.57,260,32,7,0.2897435897435897
12409,796,3241,1506,11056.930000000004,182,78,4,0.29230769230769227
12410,2,69,138,681.0799999999999,308,301,2,0.07179487179487179
12412,168,326,335,1226.8799999999999,169,74,3,0.1564102564102564
12413,72,144,66,694.15,337,66,4,0.10256410256410256
12414,68,153,79,562.41,310,217,3,0.04615384615384616
12415,15018,41724,20500,123725.44999999987,337,24,18,1.9948717948717951
12417,119,903,517,3578.8,357,3,12,0.5076923076923077
12418,60,236,111,668.5799999999997,112,112,1,0.08717948717948718
12420,13,76,256,600.3900000000001,63,63,1,0.07435897435897436
12421,24,276,183,806.2700000000002,319,15,4,0.11794871794871796
12422,124,136,110,803.5599999999998,324,95,3,0.09999999999999999
12423,228,512,587,1849.1100000000001,353,0,9,0.32307692307692304
12424,24,387,329,1760.9599999999998,162,162,1,0.07692307692307693
12425,86,307,103,777.1999999999999,78,78,1,0.0923076923076923
12426,24,112,122,582.7299999999999,194,194,1,0.07692307692307693
12427,24,80,132,708.3700000000001,371,11,5,0.08974358974358974
12428,288,1492,1723,7877.200000000004,283,25,10,0.7692307692307693
12429,134,839,584,3750.400000000001,365,9,4,0.24871794871794872
12430,0,97,20,256.4,43,43,1,0.028205128205128202
12431,1212,1087,559,6348.889999999999,373,35,16,0.6128205128205129
12432,96,510,1195,5059.3200000000015,172,42,3,0.2769230769230769
12433,2432,6341,2298,13375.869999999992,373,0,6,1.0769230769230769
12434,0,186,187,765.1899999999999,360,84,4,0.13846153846153844
12435,736,610,709,7829.889999999998,267,79,2,0.0923076923076923
12436,56,118,37,509.01000000000005,99,99,1,0.041025641025641026
12437,568,1755,595,4896.659999999998,331,1,16,0.5153846153846153
12438,87,551,542,2906.8500000000004,140,14,2,0.2512820512820513
12441,6,44,71,173.55,366,366,1,0.028205128205128202
12442,0,152,30,172.06,3,3,1,0.03076923076923077
12444,66,396,693,5005.46,171,21,5,0.4538461538461539
12445,0,14,48,133.4,22,22,1,0.010256410256410256
12446,82,194,76,1002.3099999999998,57,57,1,0.14871794871794872
12447,22,127,41,476.49,243,243,1,0.06666666666666667
12448,36,131,76,449.4500000000001,44,44,1,0.056410256410256404
12449,150,720,683,4067.2900000000013,187,22,4,0.4897435897435898
12450,50,48,30,197.88,173,156,2,0.020512820512820513
12451,783,3558,2114,8933.519999999999,324,10,6,0.9102564102564104
12452,12,148,23,428.57000000000005,16,16,1,0.05897435897435898
12453,61,235,177,707.0899999999999,134,134,1,0.11025641025641025
12454,0,0,0,-5.684341886080802e-14,56,53,2,0.07692307692307693
12455,526,931,632,2466.859999999997,296,73,6,0.23076923076923073
12456,210,920,486,3153.889999999998,254,44,4,0.33076923076923076
12457,132,347,216,1917.78,239,58,9,0.17435897435897435
12458,130,180,196,947.4000000000001,284,71,2,0.09743589743589744
12461,8,120,159,826.8800000000001,154,94,2,0.08974358974358974
12462,68,205,241,1124.0099999999998,303,2,4,0.1846153846153846
12463,114,317,326,1303.6299999999997,241,46,6,0.22564102564102567
12464,0,47,65,1212.0499999999997,309,10,7,0.07435897435897434
12465,70,266,139,733.8900000000001,169,7,3,0.13076923076923078
12468,48,193,123,724.04,316,143,3,0.10256410256410256
12471,1136,4786,2031,18705.519999999942,372,2,39,1.3589743589743588
12472,482,2324,1214,6229.480000000004,373,30,13,1.0025641025641026
12473,182,1243,913,2837.7299999999996,191,29,5,0.45641025641025634
12474,461,2817,1472,7064.77,368,17,26,1.1666666666666667
12475,94,366,75,723.38,53,53,1,0.0923076923076923
12476,300,1274,763,6546.580000000007,361,1,14,0.676923076923077
12477,72,1197,2351,13117.009999999993,311,22,9,0.7897435897435898
12478,36,155,45,680.9900000000002,3,3,1,0.0923076923076923
12479,96,154,101,477.30000000000007,11,3,3,0.08974358974358974
12480,297,859,551,3281.6300000000015,336,28,4,0.39487179487179486
12481,534,1697,1049,5574.360000000002,365,22,9,0.5564102564102564
12483,300,418,379,2327.130000000001,339,17,11,0.20769230769230768
12484,473,907,801,4480.870000000001,336,32,8,0.8897435897435897
12488,118,149,262,1298.6599999999999,75,9,3,0.14102564102564102
12489,0,77,28,334.92999999999995,336,336,1,0.038461538461538464
12490,948,1628,488,5417.9299999999985,329,5,10,0.6282051282051282
12491,22,179,59,460.4000000000001,38,38,1,0.06666666666666667
12492,22,100,70,263.21,105,63,2,0.05128205128205128
12493,148,31,27,416.79,197,165,3,0.05897435897435897
12494,156,348,186,1139.3500000000008,365,9,11,0.21538461538461537
12497,221,1015,0,1043.1,81,81,1,0.035897435897435895
12498,30,59,70,403.7,57,21,2,0.05897435897435897
12500,20,1895,756,4206.2699999999995,333,23,11,0.16666666666666666
12501,199,764,759,2089.68,336,315,2,0.41025641025641024
12502,107,270,443,3723.87,309,95,5,0.37692307692307697
12503,0,-1,0,-1126.0,337,337,1,0.002564102564102564
12504,0,51,0,114.00000000000003,30,18,3,0.038461538461538464
12505,0,-1,0,-4.5,301,301,1,0.002564102564102564
12506,0,13,10,73.50000000000003,232,232,1,0.05897435897435898
12507,2,790,102,1258.06,298,134,3,0.05897435897435897
12508,9,175,87,397.88000000000005,29,26,2,0.17435897435897435
12509,10,31,14,176.5,284,284,1,0.017948717948717947
12510,80,152,121,982.57,325,142,2,0.08461538461538462
12512,2,37,57,132.18000000000006,66,66,1,0.0794871794871795
12513,78,339,39,586.7900000000001,112,84,2,0.09230769230769233
12514,86,162,192,1017.6800000000002,267,267,1,0.13076923076923078
12515,50,60,21,383.7,353,353,1,0.041025641025641026
12516,398,453,24,1312.06,180,77,2,0.06666666666666667
12517,199,778,361,2443.65,190,28,4,0.7205128205128205
12518,90,922,306,2056.8899999999994,110,0,5,0.317948717948718
12519,36,77,62,330.84,63,63,1,0.04358974358974359
12520,108,766,556,2582.5099999999998,273,79,6,0.3974358974358974
12521,60,103,146,599.6800000000001,142,142,1,0.09743589743589744
12522,0,148,46,192.72000000000003,51,39,2,0.03076923076923077
12523,15,538,308,1745.5700000000006,331,1,13,0.28205128205128205
12524,464,1731,1504,4485.719999999999,333,9,8,0.3692307692307693
12526,96,382,154,1316.6600000000005,94,0,3,0.18205128205128204
12527,58,85,91,348.71000000000004,325,81,3,0.04615384615384615
12528,80,310,360,1922.2800000000009,312,9,8,0.2435897435897436
12530,212,571,117,1623.6299999999994,336,59,5,0.17435897435897435
12531,5,15,25,125.22,14,14,1,0.04358974358974359
12532,12,85,56,349.83,30,30,1,0.041025641025641026
12534,93,386,172,1089.18,130,130,1,0.16153846153846155
12535,12,102,105,716.3500000000001,186,91,2,0.08717948717948718
12536,174,1316,1162,4106.820000000003,59,7,3,0.7
12538,0,51,140,363.95,29,29,1,0.05384615384615384
12539,276,623,1167,3852.4999999999986,333,22,4,0.7025641025641025
12540,1427,3385,1865,13309.039999999992,361,19,19,1.2333333333333332
12541,202,392,86,981.1800000000002,280,29,3,0.13333333333333333
12544,14,88,30,355.7,36,29,2,0.05128205128205128
12545,37,179,307,1000.3899999999999,259,75,2,0.1282051282051282
12546,6,251,360,1141.5,77,46,3,0.1794871794871795
12547,24,2,108,207.8,280,197,2,0.020512820512820513
12548,0,37,12,95.19999999999999,166,166,1,0.01282051282051282
12550,48,386,135,964.8299999999994,79,79,1,0.14615384615384613
12551,30,40,30,168.0,357,357,1,0.02564102564102564
12552,33,19,36,437.81999999999994,39,38,2,0.05128205128205128
12553,744,744,436,3652.2500000000014,329,8,13,0.5025641025641024
12556,39,176,140,599.5599999999997,151,50,2,0.30512820512820515
12557,1600,2784,0,11990.96,371,16,5,0.08461538461538462
12558,0,0,0,2.6645352591003757e-14,7,1,2,0.056410256410256404
12559,0,136,145,536.2099999999999,319,310,2,0.056410256410256404
12560,126,651,301,2101.3900000000003,143,5,4,0.2846153846153846
12561,37,125,15,238.85,302,302,1,0.041025641025641026
12562,614,886,279,3781.7400000000025,198,8,7,0.4307692307692308
12564,56,27,50,456.9000000000001,261,261,1,0.05384615384615384
12565,12,48,15,131.17,288,281,2,0.02564102564102564
12566,0,211,53,346.70000000000005,86,72,2,0.05128205128205128
12567,601,2085,1403,9114.939999999993,369,22,9,1.1871794871794872
12569,156,708,929,4064.989999999999,252,2,27,0.48974358974358984
12571,144,247,132,519.6099999999999,121,39,2,0.08717948717948718
12572,6,242,202,1004.7200000000003,51,8,3,0.15897435897435896
12573,15,17,52,160.54,227,227,1,0.07179487179487179
12574,0,26,35,218.45000000000002,315,315,1,0.028205128205128202
12576,88,379,497,1306.9799999999998,304,35,6,0.22820512820512823
12577,34,195,234,564.2000000000003,359,35,2,0.37692307692307697
12578,103,542,526,2753.3599999999988,338,21,4,0.3076923076923077
12579,26,148,104,410.71999999999997,78,73,2,0.0794871794871795
12580,20,84,134,415.7,246,246,1,0.06153846153846154
12581,0,92,69,197.70999999999998,39,39,1,0.038461538461538464
12582,24,262,14,511.3599999999999,288,238,2,0.05641025641025642
12583,953,3242,814,7187.339999999993,373,2,18,0.6435897435897435
12584,27,153,174,1893.9500000000005,280,3,15,0.3230769230769231
12585,395,560,303,1982.809999999999,351,234,4,0.2487179487179487
12586,6,38,33,179.94,368,17,2,0.030769230769230767
12587,30,21,0,144.0,7,7,1,0.010256410256410256
12588,2,16,35,214.9,39,39,1,0.02564102564102564
12589,11,234,61,646.6800000000001,144,28,2,0.08974358974358974
12590,1036,1709,1534,9861.380000000003,211,190,2,0.1794871794871795
12591,36,51,141,452.84999999999985,317,317,1,0.06666666666666667
12592,104,174,12,437.59999999999997,213,92,2,0.04615384615384615
12593,114,72,20,418.09999999999997,218,108,3,0.05384615384615384
12594,322,835,619,3320.2199999999984,322,37,9,0.30512820512820515
12596,12,289,173,618.27,242,51,2,0.06923076923076923
12597,162,945,1080,3683.1300000000015,268,19,5,0.5487179487179488
12598,273,1109,558,3002.679999999999,284,9,8,0.34102564102564104
12599,102,830,24,1032.5800000000006,304,29,7,0.15897435897435896
12600,114,292,367,2581.0400000000004,371,28,11,0.16666666666666666
12601,48,139,57,569.5600000000001,332,189,6,0.07435897435897434
12602,0,60,102,153.12000000000003,58,58,1,0.03076923076923077
12603,56,8,0,739.1999999999999,21,21,1,0.007692307692307693
12604,72,105,24,254.17999999999995,261,79,2,0.041025641025641026
12605,0,-1,-3,-7.5,365,365,1,0.007692307692307693
12607,0,0,0,3.339550858072471e-13,60,58,2,0.517948717948718
12609,58,316,274,1126.8500000000001,318,78,3,0.15384615384615385
12610,139,605,284,2057.9900000000007,126,22,7,0.2846153846153846
12611,94,591,161,1193.32,52,52,1,0.16666666666666666
12612,36,2,213,643.5900000000001,74,57,2,0.05384615384615384
12613,234,996,366,3218.979999999998,262,31,4,0.4179487179487179
12614,0,24,52,315.59999999999997,277,277,1,0.05128205128205128
12615,486,603,287,2291.1900000000005,168,2,4,0.2692307692307692
12616,12,176,85,657.25,297,85,5,0.0923076923076923
12617,3,90,117,352.9800000000002,29,29,1,0.10512820512820513
12618,0,69,27,177.31,21,21,1,0.028205128205128202
12619,435,2106,813,3214.81,253,16,12,0.24358974358974358
12620,148,533,500,1339.4099999999999,204,14,3,0.23589743589743592
12621,1583,3787,2034,13612.069999999998,365,1,20,1.2153846153846155
12622,35,4,30,180.09999999999997,232,232,1,0.028205128205128202
12623,32,143,16,305.1,276,276,1,0.04615384615384615
12624,49,171,135,641.1300000000001,177,106,2,0.09743589743589744
12625,144,1002,431,2614.3199999999997,319,211,3,0.23333333333333334
12626,380,1792,1178,6388.3499999999985,326,23,13,0.7871794871794873
12627,313,1688,751,4478.53,140,10,7,0.5897435897435898
12628,35,223,187,769.6099999999998,64,4,4,0.11025641025641025
12630,25,226,297,1270.8799999999999,43,9,2,0.1641025641025641
12631,60,88,88,640.5000000000002,57,57,1,0.0794871794871795
12633,114,511,524,2140.6299999999997,287,58,5,0.2641025641025641
12635,50,635,487,1689.18,154,89,2,0.25897435897435894
12637,495,1722,765,5934.250000000001,323,67,8,0.9897435897435898
12638,72,242,263,671.69,33,33,1,0.1
12639,30,115,56,486.1,238,238,1,0.056410256410256404
12640,15,183,113,1174.58,81,23,3,0.1358974358974359
12641,24,28,20,185.9,115,115,1,0.02564102564102564
12642,0,461,91,1013.26,107,25,3,0.12051282051282053
12643,312,784,712,3344.6400000000003,332,128,5,0.06153846153846154
12644,49,248,28,477.9100000000001,129,129,1,0.0794871794871795
12645,268,626,178,1755.3800000000006,316,33,5,0.18974358974358976
12646,15,654,228,1346.9700000000003,49,4,2,0.11538461538461539
12647,135,700,585,3669.9200000000005,369,22,12,0.3282051282051282
12648,12,118,30,318.05,154,154,1,0.05384615384615384
12649,42,366,166,603.7099999999999,365,107,3,0.08461538461538462
12650,0,74,180,314.44,3,3,1,0.05128205128205128
12651,12,24,42,114.00000000000003,334,334,1,0.023076923076923075
12652,58,223,221,914.5299999999997,331,322,2,0.13076923076923078
12653,142,438,339,2209.8500000000004,296,148,2,0.11025641025641025
12654,31,156,77,601.98,295,10,4,0.09743589743589744
12656,547,798,363,3982.720000000002,242,17,8,0.33333333333333337
12657,70,530,54,1152.06,78,11,3,0.14358974358974358
12658,24,95,201,686.0500000000001,18,18,1,0.0923076923076923
12659,0,97,8,91.68,29,29,1,0.01282051282051282
12660,36,61,30,245.10000000000002,11,11,1,0.03333333333333333
12662,158,1233,649,3817.079999999998,373,0,11,0.594871794871795
12664,0,1190,12,4863.879999999999,322,8,9,0.09743589743589744
12665,0,36,0,61.75,331,324,2,0.010256410256410256
12666,0,0,-56,-227.44,359,359,1,0.005128205128205128
12667,54,214,127,620.13,58,58,1,0.08461538461538462
12668,88,681,826,3743.180000000002,355,7,6,0.43076923076923074
12669,154,651,309,1607.7300000000002,256,150,3,0.26153846153846155
12670,344,793,254,2986.1500000000005,232,10,6,0.241025641025641
12672,10,6,62,225.9,329,329,1,0.02564102564102564
12673,30,190,131,610.52,326,5,2,0.10769230769230768
12674,234,647,222,1922.2600000000002,207,11,7,0.23076923076923078
12676,48,518,104,1331.3900000000006,311,24,6,0.11538461538461539
12678,4092,5698,1109,17588.260000000002,353,42,10,0.42820512820512824
12679,24,387,119,1058.67,283,52,8,0.14358974358974358
12680,60,253,130,862.81,113,0,4,0.13333333333333333
12681,1494,3867,2157,13677.59,367,14,24,1.6564102564102563
12682,2092,2302,1161,12279.819999999998,371,3,27,1.3435897435897437
12683,611,2930,1362,8221.09,365,4,16,0.9282051282051282
12684,394,1433,158,2283.6299999999997,213,7,7,0.2692307692307692
12685,133,953,437,2863.0800000000004,93,28,6,0.4025641025641026
12686,0,83,24,89.14,371,371,1,0.017948717948717947
12688,344,1804,880,4873.810000000005,113,113,1,0.43846153846153846
12689,120,351,157,1247.61,127,25,2,0.1846153846153846
12690,44,46,16,389.00999999999993,205,205,1,0.041025641025641026
12691,144,122,128,1035.8,357,28,6,0.08205128205128205
12693,44,61,145,830.9599999999997,319,120,6,0.10512820512820513
12694,112,282,115,869.6699999999998,183,70,2,0.09487179487179488
12695,0,128,92,582.1,210,7,4,0.06923076923076922
12697,48,332,119,939.02,169,21,5,0.11025641025641024
12700,417,1572,974,4867.990000000006,215,7,4,0.6923076923076923
12701,114,391,173,797.7099999999999,242,79,2,0.1358974358974359
12702,0,43,10,219.0,19,19,1,0.03076923076923077
12703,12,119,30,274.69999999999993,71,64,2,0.056410256410256404
12704,304,346,353,2220.84,169,7,7,0.23076923076923078
12705,547,2220,1206,6814.240000000004,357,15,13,0.8923076923076922
12707,24,82,150,603.42,291,291,1,0.08461538461538462
12708,80,993,197,2616.320000000001,368,29,16,0.4461538461538461
12709,576,2595,637,9264.099999999995,366,3,26,0.6564102564102564
12710,152,493,204,1130.5700000000006,201,96,4,0.20256410256410257
12712,112,519,413,4241.629999999999,371,22,17,0.36410256410256403
12713,22,373,113,848.5499999999998,0,0,1,0.09743589743589744
12714,375,1728,966,4708.859999999994,294,9,5,0.6641025641025641
12715,74,108,10,343.35999999999996,106,106,1,0.05128205128205128
12716,57,432,219,1053.4899999999996,133,3,2,0.1769230769230769
12717,24,223,258,980.98,245,151,2,0.14358974358974358
12718,0,131,72,238.25000000000003,71,71,1,0.04871794871794872
12719,60,214,87,608.0999999999999,65,5,3,0.10769230769230768
12720,621,2691,1342,5713.2800000000025,369,2,24,0.9205128205128206
12721,353,1208,393,2628.980000000001,365,31,7,0.4205128205128205
12722,44,294,222,904.33,150,85,6,0.1461538461538462
12723,82,170,182,725.0699999999998,65,3,3,0.1769230769230769
12724,136,214,95,1031.4099999999999,332,5,4,0.1358974358974359
12725,0,29,135,427.79999999999995,371,371,1,0.06153846153846154
12726,421,2010,712,2609.1000000000004,357,28,7,0.317948717948718
12727,312,1047,726,3947.7000000000003,320,10,7,0.36153846153846153
12728,87,219,113,836.3299999999999,332,71,4,0.11794871794871796
12729,10,131,92,453.0100000000001,113,113,1,0.06666666666666667
12731,2436,3159,2771,18793.410000000007,364,23,13,0.7102564102564102
12732,0,87,24,236.2600000000001,179,179,1,0.03076923076923077
12733,7,51,79,383.95,234,234,1,0.056410256410256404
12734,0,0,88,110.39999999999999,352,352,1,0.010256410256410256
12735,58,196,114,779.5699999999998,337,315,2,0.11025641025641025
12736,120,5,48,234.00000000000003,332,332,1,0.010256410256410256
12738,108,37,3,155.35,372,372,1,0.028205128205128202
12739,72,318,96,1013.0400000000001,99,78,2,0.09743589743589744
12740,84,188,70,427.5999999999999,63,63,1,0.06923076923076923
12743,10,121,184,540.1299999999998,134,134,1,0.33589743589743587
12744,758,2669,1807,9120.39,318,51,6,0.5871794871794872
12747,330,673,272,4196.010000000001,369,2,11,0.2641025641025641
12748,2463,11043,10244,28405.560000000372,373,0,115,11.433333333333335
12749,117,800,505,3868.2000000000016,213,3,7,0.5923076923076922
12750,0,109,28,275.88,128,128,1,0.038461538461538464
12752,280,1326,656,4366.779999999999,81,81,1,0.1358974358974359
12753,1115,4988,5147,21024.010000000002,362,3,10,0.5897435897435898
12754,1154,4048,1277,2949.12,308,235,3,0.16666666666666669
12755,0,864,2,2203.1999999999994,365,249,4,0.015384615384615384
12756,0,72,72,112.08000000000001,86,86,1,0.010256410256410256
12757,725,1119,534,4205.250000000004,211,15,10,0.9487179487179488
12758,775,1006,354,2791.590000000001,276,116,2,0.24871794871794872
12759,203,436,263,1531.4400000000007,275,52,3,0.2435897435897436
12762,156,427,644,1898.5200000000004,25,7,2,0.1769230769230769
12763,12,250,54,494.08,369,138,2,0.04615384615384615
12764,27,161,198,1693.8800000000003,316,316,1,0.11538461538461539
12766,457,2169,1020,6989.629999999999,366,3,7,0.7948717948717949
12769,100,158,98,1143.6000000000001,238,238,1,0.08205128205128205
12770,196,342,205,1351.4499999999998,210,210,1,0.03076923076923077
12772,107,296,153,892.4700000000004,59,59,1,0.14102564102564102
12775,12,505,336,1351.2400000000002,311,17,6,0.1717948717948718
12778,144,458,222,804.2300000000001,312,19,6,0.13076923076923078
12779,202,717,1077,3868.700000000003,371,21,11,0.40769230769230774
12781,48,252,292,707.72,284,21,4,0.07692307692307691
12782,186,479,405,2273.3200000000015,357,4,6,0.27435897435897433
12783,98,214,310,1603.8699999999997,75,2,5,0.22051282051282048
12784,57,117,106,532.8199999999999,15,9,2,0.14615384615384613
12785,57,34,37,305.71,364,2,2,0.038461538461538464
12787,50,123,88,463.65999999999997,192,9,3,0.05128205128205128
12789,0,1,3,91.85000000000001,65,65,1,0.010256410256410256
12790,0,130,36,324.9200000000001,192,192,1,0.05384615384615384
12791,0,97,0,192.60000000000002,373,373,1,0.005128205128205128
12792,24,102,91,400.54,256,256,1,0.06410256410256411
12793,104,135,56,545.48,371,334,2,0.06153846153846154
12794,48,319,225,860.4099999999999,98,53,2,0.11538461538461539
12795,10,24,34,430.4800000000001,18,18,1,0.035897435897435895
12797,12,49,18,194.18,365,360,2,0.04358974358974359
12798,3288,1872,96,6977.039999999999,170,10,3,0.020512820512820513
12802,72,144,86,412.5799999999999,186,183,2,0.06666666666666667
12808,40,67,81,483.65000000000015,368,36,3,0.07179487179487179
12809,26,105,88,484.36,177,168,2,0.06666666666666667
12811,66,89,75,514.85,284,260,3,0.07948717948717948
12812,36,122,6,229.63999999999993,44,44,1,0.038461538461538464
12814,48,1,0,125.92,101,101,1,0.005128205128205128
12815,64,215,100,1063.46,198,147,2,0.12051282051282053
12816,0,63,65,572.2,176,95,2,0.07435897435897436
12817,16,37,0,166.04,281,281,1,0.010256410256410256
12818,0,740,183,1517.8799999999999,261,178,2,0.041025641025641026
12820,195,313,214,942.3399999999999,326,3,4,0.15128205128205124
12821,0,48,22,92.72,214,214,1,0.015384615384615385
12822,112,376,60,918.9799999999999,87,70,3,0.12051282051282051
12823,0,230,0,1759.5,296,74,5,0.01282051282051282
12824,24,106,102,397.11999999999995,59,59,1,0.06410256410256411
12826,310,501,243,1468.1199999999997,365,2,8,0.24102564102564103
12827,24,121,52,430.15,44,5,3,0.0641025641025641
12828,12,246,236,1018.7100000000003,130,2,6,0.14358974358974358
12829,180,4,191,253.05,360,322,3,0.03076923076923077
12830,2376,4320,3151,6748.4000000000015,171,37,6,0.1
12831,0,101,34,215.05,262,262,1,0.023076923076923075
12832,66,44,85,383.03000000000003,98,32,2,0.06923076923076922
12833,44,70,42,417.37999999999994,145,145,1,0.06153846153846154
12834,16,50,44,312.38,282,282,1,0.04615384615384615
12836,141,537,384,2610.3599999999988,311,59,4,0.44615384615384623
12837,0,14,10,134.1,173,173,1,0.03076923076923077
12838,52,153,150,671.9499999999995,373,33,2,0.3076923076923077
12839,973,2267,564,5583.620000000003,367,2,16,0.8102564102564103
12840,462,722,321,2714.269999999999,226,143,6,0.29743589743589743
12841,517,1033,1096,3845.6299999999983,371,4,24,1.11025641025641
12842,88,249,210,1118.99,308,70,2,0.08717948717948718
12843,238,351,164,1680.76,264,65,8,0.2769230769230769
12844,0,79,46,325.9599999999999,130,29,2,0.13333333333333333
12845,2,46,156,354.09000000000003,290,267,4,0.06923076923076922
12847,74,471,328,843.6399999999999,22,22,1,0.21538461538461537
12849,24,60,513,1010.2899999999998,268,31,2,0.12307692307692308
12851,2,38,66,131.80999999999997,96,96,1,0.12051282051282051
12852,26,81,38,299.75,294,290,2,0.05128205128205128
12853,158,459,165,1881.6999999999998,315,107,6,0.2153846153846154
12854,122,170,329,1280.9000000000003,318,78,3,0.2923076923076923
12855,0,24,6,38.1,372,372,1,0.007692307692307693
12856,187,497,389,2153.530000000001,63,7,7,0.805128205128205
12857,12,90,241,1106.4000000000003,302,210,2,0.11794871794871795
12863,100,24,62,504.20000000000005,199,52,2,0.015384615384615384
12864,144,0,72,147.12,138,138,1,0.007692307692307693
12865,36,494,347,1548.0699999999993,359,26,3,0.24615384615384617
12866,0,64,107,559.1199999999999,283,283,1,0.06666666666666667
12867,575,2321,1364,3958.7399999999952,360,26,7,1.4025641025641027
12868,146,485,297,1607.0600000000009,373,185,6,0.2743589743589744
12870,0,0,-2,-14.899999999999999,366,366,1,0.005128205128205128
12871,120,54,26,380.64000000000004,207,84,2,0.02820512820512821
12872,125,100,94,599.9699999999998,365,326,2,0.16923076923076924
12873,40,88,0,374.0,282,282,1,0.010256410256410256
12875,0,2019,0,343.2300000000001,362,143,2,0.005128205128205128
12876,742,859,340,2218.0200000000004,196,57,2,0.21794871794871792
12877,155,612,411,1535.7700000000007,358,3,12,0.3948717948717949
12878,85,353,98,841.6399999999999,266,18,3,0.12564102564102564
12879,0,339,24,552.57,91,44,4,0.03076923076923077
12881,0,0,21,298.0,275,275,1,0.017948717948717947
12882,0,176,70,1463.0399999999995,33,9,2,0.03333333333333333
12883,24,94,78,703.4700000000001,89,24,2,0.10769230769230768
12884,20,10,13,309.05000000000007,88,88,1,0.017948717948717947
12885,116,443,95,1158.2699999999995,123,63,3,0.1846153846153846
12886,177,362,222,1351.0900000000001,219,67,3,0.2205128205128205
12888,48,0,20,313.77,255,214,4,0.017948717948717947
12890,13,139,104,376.7199999999999,24,24,1,0.20256410256410257
12891,600,350,0,331.0,292,185,3,0.007692307692307693
12893,12,46,32,176.55,30,30,1,0.0794871794871795
12895,88,45,71,347.29999999999995,86,42,3,0.06153846153846154
12897,80,30,0,216.5,301,204,2,0.010256410256410256
12901,10994,10100,-179,16293.099999999997,270,8,29,0.3205128205128205
12902,12,32,22,138.68,264,264,1,0.02564102564102564
12904,10,109,175,496.0599999999998,172,18,2,0.18205128205128204
12906,259,762,728,2919.809999999999,78,11,2,0.16153846153846155
